product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
687865b021641ba258e6967af27301ff,moveis_quarto,40,180,1,10600,33,45,40
bff79f2c9dafe00c6215dbf7be6139da,informatica_acessorios,51,1177,3,840,20,11,19
cffb05bb50a95e92fc26bbb049cc8fe7,moveis_decoracao,52,474,1,1300,50,20,40
597db778f5d2ebf10a3fa0f43a2ae143,malas_acessorios,59,2197,6,1000,35,10,20
1d417ca09479182e9fdf13a1c77c309f,cama_mesa_banho,49,729,1,1300,20,30,30
a3e8ee20df0f969f2cb0c5ba01e1c40a,relogios_presentes,41,702,2,3900,16,4,16
111e2f43245b193147270aba6d558129,beleza_saude,39,371,1,150,16,3,15
9feeadd6b97835152e83e1b25b46f5c4,esporte_lazer,54,1175,1,1064,24,20,19
489ae2aa008f021502940f251d4cce7f,utilidades_domesticas,31,875,2,30000,60,61,33
67434db9e83b58ef317f4a902807b82e,construcao_ferramentas_construcao,54,2420,2,60,20,5,20
22594ba8fd9a72ad95d352929c821560,moveis_escritorio,31,1076,1,8450,53,50,16
496f6bd86011e5a9ddea8dc96e802340,moveis_decoracao,60,458,1,1050,30,4,20
69455f41626a745aea9ee9164cb9eafd,relogios_presentes,41,408,2,501,18,13,14
f3c5707e7c539ab6533e3611da02b648,cama_mesa_banho,57,204,1,2250,35,20,30
f9b0ee95ce8b1ef8b50eecc5e0fa4348,esporte_lazer,59,2993,1,1250,23,23,23
63c4a70e0a12b4bd9475fca9e9937e76,automotivo,44,350,1,30000,60,60,60
cec09725da5ed01471d9a505e7389d37,esporte_lazer,52,1197,1,2500,20,11,11
ca873fc3d2a6186b92f8c32d685012a6,telefonia,57,319,3,275,16,5,11
2d110366dd24a714cb50dddc30b4101c,esporte_lazer,32,1961,1,250,16,17,22
1164c17af70425821f88bfbdc9e907a3,bebes,44,282,1,550,50,10,50
3477030902c7c383db840003051d8115,cama_mesa_banho,54,611,1,20700,58,50,49
ffc0b406806006602c5853b00ab5f7fd,artigos_de_natal,39,749,1,4450,50,8,45
f2e53dd1670f3c376518263b3f71424d,cama_mesa_banho,53,236,2,1975,41,13,31
32442bee23baee10041f5a964cfcbd15,papelaria,48,1235,2,800,20,50,40
a2f0a41fa03da98fd19e20d996462cc8,pet_shop,55,444,2,300,17,12,14
24b4132a43608c2949226ad2f774845f,brinquedos,27,708,2,250,17,7,18
3373d1ed7bf5f3187f110c0e9e40a02b,,,,,200,25,5,15
e4d56c64196ecb182e719d9bacd0628a,bebes,60,1217,2,500,25,4,18
27672da99215b426dc0ced05731bccc6,fashion_bolsas_e_acessorios,59,412,3,200,16,2,11
5efb4125102dcaa9a937dc2002c96aba,eletrodomesticos,54,156,1,400,55,13,12
d487d19bd9ea9420465fc556ce17ef4e,cama_mesa_banho,52,126,2,1300,50,5,50
f744c6a73a924600d92abc66a44d4f7f,beleza_saude,46,578,1,3350,36,22,22
2e513e110e3f95926fa3d1ac44444ff4,eletronicos,56,320,1,150,24,8,16
7aef20f12c90de905bf7782cb29dffb3,moveis_decoracao,53,400,1,1200,49,7,40
9988437646bfc0cbe0f97d4451cb08fc,eletrodomesticos,60,230,3,300,27,13,17
e3a23a99f074226ad690393a840c3244,fashion_bolsas_e_acessorios,37,558,4,100,17,3,12
2007f2b457d10773f0d40622a433a22c,perfumaria,45,951,2,100,16,11,14
34aca073a68b7ae1d470940db997c295,esporte_lazer,60,941,8,6300,90,15,25
18241450338cbc5751c433970f3f1060,moveis_decoracao,48,145,1,700,21,12,16
43944a8f8f0b7ae86b6c3d3c2f257375,eletrodomesticos,52,1363,2,4920,65,11,33
0983cd4a5cabf1099659ce461511963c,beleza_saude,58,1307,1,350,35,16,20
2eb384017334e47db9ccf364216799df,utilidades_domesticas,59,887,1,5500,32,32,32
c6dd917a0be2a704582055949915ab32,cool_stuff,54,1012,1,1200,42,25,15
b142d7aed19ed6df9da4eafdc297afde,informatica_acessorios,58,679,4,140,16,11,17
20c26b058070cf8c6bbb8c8943eea98c,automotivo,55,703,6,5100,47,19,23
4d1cb16db8705120e188da9c8a10ba93,informatica_acessorios,44,624,7,200,30,2,39
d5f1f35337b832cc42168c69511e311d,automotivo,54,145,4,100,24,2,17
99f265229d46f700208ad7cb1ff48aae,telefonia,60,755,6,350,17,4,12
40cb7bb3d30559b9b6c4fb62bc837962,cama_mesa_banho,54,617,2,350,47,4,35
6f560724f3fa3fdb4940c4fd4996a359,beleza_saude,59,629,2,200,18,11,13
bfb09aea4e6432b4b0588f9ce9062a9b,automotivo,57,361,5,100,24,2,17
ce169d5f9421a6f21e41a7bf54d0b98e,instrumentos_musicais,41,163,1,500,30,20,30
6d85d9d5f551adaa92a276918f462fbe,fashion_bolsas_e_acessorios,42,150,1,100,16,7,15
aadff88486740e0b0ebe2be6c09476ae,beleza_saude,56,390,1,250,16,5,15
73914fe8c3e5b38fa0155ab051c6c1d7,beleza_saude,49,1616,3,775,28,15,16
aba86c093ccdbac75b09111d57e50004,moveis_escritorio,41,154,1,2600,40,45,39
41402af2a88247152583bb812ba235dd,relogios_presentes,53,486,2,533,20,8,11
8dfb2df51786c583001deb21b4a94080,climatizacao,45,1045,1,5300,51,22,34
e5989cd466f0714e1439b95bf6a279da,moveis_decoracao,31,471,1,1200,20,20,20
9fdc434e0c81bc6d990065c2a7efb4de,papelaria,60,298,1,450,16,6,11
e015a943a2281ba26f48e93527fc5af1,ferramentas_jardim,50,422,2,1700,30,25,45
a9568a13a4077638b75b8a64bc4818bc,relogios_presentes,51,482,2,160,18,12,17
40376ad8bd1bd1066449dbb09440dc43,fashion_calcados,34,240,12,200,29,7,16
3d37da85f5e66558333fb5daee494736,beleza_saude,59,1828,1,1400,20,20,20
ba0d049a05e69aa1b806f625df623063,beleza_saude,33,1369,1,700,31,13,21
016cae136d358dcdacbd7ac9f1864c09,esporte_lazer,53,236,2,300,30,5,20
685919d3ededc26c0ec078b32241025a,bebes,48,1369,2,6850,48,25,34
be837f2e0152a208d4386f4126d5bd7c,eletrodomesticos,60,940,2,950,25,11,15
1716ea399ed8ee62ba811e6f55180f45,automotivo,25,712,1,200,21,17,17
900c2341f3b48dcc07b37f6e9e080b9d,cama_mesa_banho,59,275,1,5050,57,18,51
2629c2e1e3a0b360912763741f1bb7ef,moveis_decoracao,50,844,3,900,86,4,20
5ce6a6914bbb228f4cb4ee93c1cd0d15,brinquedos,36,225,2,1700,19,27,40
ef854c7d98d5eba672287b0a9d37075b,instrumentos_musicais,58,815,8,18600,100,15,50
a5647c44af977b148e0a3a4751a09e2e,moveis_escritorio,48,1066,1,12160,56,51,28
83309bfd8eef19fbfaa8e790b824b572,casa_conforto,59,349,1,1600,45,15,35
ed43976cb61c922803515e4963d9e5cc,beleza_saude,55,3950,1,2500,35,20,20
8c5876b1c7768217964f353bc7e64393,telefonia,61,440,1,250,18,3,28
80d7f196d2d484ced59663c82b434174,relogios_presentes,57,1889,2,850,33,17,12
5403528d987ad26e8d7cb25940411987,relogios_presentes,58,600,3,250,16,2,11
dbfc56759eb2cf348fed10084dd344f7,construcao_ferramentas_iluminacao,58,311,1,600,16,16,30
dee86721a08f1d5b57abb73f61eea265,cama_mesa_banho,52,120,1,750,34,18,44
c2a1ff8408a1c857c8730e4d12da714e,utilidades_domesticas,56,1221,3,1450,21,17,22
619d72a5e53d41d7646274a3fa20c2c4,informatica_acessorios,41,493,1,242,22,14,14
5743cde12b14a481dbc29d4dc336f92c,esporte_lazer,55,986,2,400,18,9,11
3d2083882f7be28ab6c8d9c807e3026c,esporte_lazer,44,711,1,1100,57,16,21
2635c3e7db0ac6cb3e733cac61ce0ba5,utilidades_domesticas,45,466,1,628,21,31,18
76914818a87f9b6b320e136e17e6ae06,moveis_sala,33,317,1,13800,59,17,58
4a300735bc293723103db0d0c1bc1585,telefonia,42,661,4,250,16,4,20
b969a0b5d4b1c5c7458bf16c0ad407ad,eletronicos,31,369,1,150,25,7,16
fe7ad3e3828f32193dfbe6359f733a8f,brinquedos,48,609,3,823,25,28,28
86b8032cbb666ec9ca1f2aa4d4cace06,esporte_lazer,52,801,5,418,18,7,13
2d7ec74c6f93ad8234f2e29817b2827b,bebes,54,305,6,1400,40,30,30
d3257d83b50d04301c9d969a0e2ec4ee,relogios_presentes,60,89,4,250,16,2,11
217cb0f28c6def3c3be057a952d78189,pet_shop,54,1102,2,650,20,18,20
fec85e6c0eab9b4bcddf9ccd917c80bc,moveis_decoracao,54,1078,1,500,35,7,27
e338f548cda0b52650b9acfd317a74db,fashion_bolsas_e_acessorios,40,444,4,150,16,5,20
eb8dbe7d2dd22ab3547925e49a78feb3,esporte_lazer,48,831,1,650,18,18,18
479a69148e08e997f6f13dd2f4723b6c,automotivo,41,348,1,1600,55,15,15
99c97d191bcc87e072acc4521bce44d4,eletrodomesticos_2,33,111,1,7350,44,14,30
9794fba8c8aa64ab4fece2d3cbe731e9,moveis_decoracao,25,383,3,1350,35,24,25
4c1e109ecdf58453de365d217cefa64c,pet_shop,37,1219,2,974,26,30,28
4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54,1598,1,250,16,15,16
6bbe55cf8f85c87b6eebb775a53402f4,tablets_impressao_imagem,54,512,1,283,22,12,21
8ed094bfe076c568f6bb10feada3f75d,moveis_escritorio,43,1128,1,16133,63,59,25
192d363be840c4c307c77a1880c1d8d6,beleza_saude,56,1670,1,300,28,24,11
50f39d42ee3c1155a39f330b0b53c735,,,,,500,16,19,12
ff29d8cb1cd0cd5ea37b80dac9939e1c,eletronicos,47,485,1,200,30,10,20
6d2c14b30e95a30ea57059b97cdd9fe7,utilidades_domesticas,55,340,1,2300,30,30,30
e306ca54c91b21392317d5b4632c9fe3,consoles_games,42,778,1,700,26,12,18
4100a608bd0aa524b06ffefba973707b,beleza_saude,39,798,1,688,17,13,16
ac5e164e2eda939ffa46593f90077f9a,fashion_calcados,35,222,5,400,29,12,23
7977b70dccf5fb91ef5787ea38c36c45,cool_stuff,55,1324,4,3250,30,25,25
6e7b435ac3c84fc5348dba974e184322,perfumaria,42,299,1,280,17,14,14
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33,300,1,207,19,11,14
09364ccfda8448d03ae4082f6044b16e,informatica_acessorios,56,924,1,200,16,10,16
3cacd5299c846cb08ae1e445fd78392b,beleza_saude,35,469,2,350,21,14,17
6ae38d49db7fc65ad1779828542aecba,ferramentas_jardim,42,317,1,2300,23,22,19
e6666bfb776cebb5e0e1cdf2410f7490,automotivo,60,1693,8,3100,46,14,25
159cad5d8dadf4141e99b88d58c0c943,bebes,21,396,1,717,34,24,34
a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50,422,7,2850,40,5,44
a934e0f29d3b0843308564ed3ec07058,perfumaria,48,143,1,350,18,8,12
8b1490c8e82581bd050b41bd709a6364,beleza_saude,29,298,4,100,22,3,14
2c925b58c178637d60168ac80cf7f836,brinquedos,56,740,2,483,23,12,19
f42892b40225227fe465626ff509a92e,casa_conforto,58,335,1,1750,45,15,35
83e2059df06602e05d9bc1abf28166ac,moveis_decoracao,57,1722,2,550,52,11,11
c681df24c54f79b5eab51e15b603abf8,ferramentas_jardim,40,313,1,800,40,3,15
ab5da1daa941470d14366f4e76a99dd2,eletrodomesticos,57,953,3,100,30,10,15
a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44,789,1,650,20,35,20
557d850972a7d6f792fd18ae1400d9b6,ferramentas_jardim,39,1310,3,13805,35,75,45
55042f58e0ee432416bab8ecdb8a84b4,construcao_ferramentas_seguranca,49,531,6,1250,20,20,20
ea11e700a343582ad56e4c70e966cb36,,,,,26000,67,57,46
71a7800a633691de8ecdd17463335e2e,construcao_ferramentas_jardim,49,1845,5,550,20,16,30
ca36223e14b83df526098afff99de992,esporte_lazer,28,109,1,400,16,16,16
dc52f0f5d3ec37a93eaf956cde4e5d2c,relogios_presentes,60,539,7,400,16,2,20
86742dc5c815f1c8c04c6e323e3c1865,pet_shop,37,734,10,6950,48,28,31
d2f5484cbffe4ca766301b21ab9246dd,informatica_acessorios,51,448,1,180,16,9,16
abe171a94bee936786955f928bd764ab,cama_mesa_banho,54,553,1,1300,35,9,25
d9a5a5120d4d357871acd5408cb10e18,fashion_bolsas_e_acessorios,40,817,1,100,16,5,16
04ca6bf4b3d9aa78046f0973efe2f4b1,sinalizacao_e_seguranca,46,916,8,750,16,20,16
67cee25aae565b8f1182ea8c37440103,moveis_decoracao,56,296,3,1650,100,7,15
688ad0169550f8e2eb0307b61df3ba12,cama_mesa_banho,41,515,2,1050,35,10,45
3cc52e01a315aba7f650574a3a256b1a,moveis_decoracao,53,1391,3,3100,35,20,35
51218a8d006d67354e44e530d57f9a20,esporte_lazer,23,211,1,950,24,14,32
a4fa3b8fa5953b0bd18bf4e0b4de499d,cama_mesa_banho,58,189,1,1350,46,2,36
57d79905de06d8897872c551bfd09358,telefonia,59,540,4,300,17,4,12
7d04659ff78e0f7d991e8b699b5e5c3e,relogios_presentes,54,506,2,267,16,17,13
e78506414d2563b6414cfd84b7fa0802,perfumaria,58,827,1,460,20,14,20
101a896b1137f70a7bbb2b9fac61458d,relogios_presentes,46,561,1,342,17,9,12
173d5a1b6c4ea4f41aafca840646d240,informatica_acessorios,60,2442,4,100,16,16,16
834df04774f3aa4b60bfd6f839f448bc,fashion_calcados,49,375,6,300,29,7,16
6a44a19c645421001ab4d4c7eb1b687f,brinquedos,58,569,5,20850,45,50,45
2ae94d219369eb83f204effd82cb9f31,informatica_acessorios,51,562,4,350,16,4,16
43423cdffde7fda63d0414ed38c11a73,relogios_presentes,41,1159,4,350,16,14,11
0296dd002a346e3bbdda4e0bc48a5073,moveis_quarto,43,1527,4,13450,76,14,56
627290fff23f56cd331134527afdb44c,moveis_decoracao,38,1719,1,800,53,8,11
f077214034cd3d8d4f35074bc2ddf0dd,informatica_acessorios,28,1375,1,1167,21,15,13
6b00cb3fe05c73d0acef3fd949a34c0f,brinquedos,34,254,1,200,16,10,11
5a3564d805d5fb2e52e88bb740d9b4ea,beleza_saude,57,828,1,200,20,10,20
f7d7b5c58704fb359a74580622800051,cama_mesa_banho,53,223,1,950,45,15,35
aefd95d8fa48ead0bcdec7fb758daea0,pet_shop,22,596,1,200,23,8,15
76f4d017416dbf316f05abe3a1aa04df,fashion_calcados,53,408,5,1400,22,12,33
65841ad29fc48cd40902e03da7511e05,cool_stuff,51,1279,4,7750,58,33,61
1427b126f61597524866770b05d4eed2,informatica_acessorios,51,378,1,200,17,13,13
6b6b162b177d0f36987993aecbe1c65f,pet_shop,36,876,1,20450,35,35,35
ca5c923962558430573f83661dbe36d6,pet_shop,59,747,2,1250,40,20,30
3a362c0e7f9a69276e2d95869a3e143b,beleza_saude,60,919,1,150,22,3,15
2ffdf10e724b958c0f7ea69e97d32f64,relogios_presentes,59,582,1,263,17,12,13
f8d3e4ddff67f24dc2e481c6ed11c505,utilidades_domesticas,57,488,5,750,28,20,28
811f973313e8219988a69cc140c447f0,cama_mesa_banho,50,465,1,13350,20,20,20
4a24717893a6c8f3cfcf9843b8987d15,artes_e_artesanato,36,576,5,350,32,2,28
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
868b3136c5b206f91b8208fbfdf2cb7c,cama_mesa_banho,57,364,2,800,45,10,34
1a43e86fd17dcec91ec053c9a1adeaac,perfumaria,43,232,1,444,20,14,15
e72246bac78dfdb31d5a07c47fd21dc6,bebes,50,2181,1,1288,23,23,26
aa2f69939ecb8795adbd9d1fddb05728,cama_mesa_banho,58,709,1,700,30,3,26
1264d5ede085c34d455f62cceca87791,moveis_decoracao,61,3781,1,2050,33,8,26
0164201c7c8b81dc5779e015e2d7be59,cama_mesa_banho,52,662,1,600,32,5,30
d5d5bf01f70d61a8917ef35a3595edbc,papelaria,42,202,3,1050,29,30,26
12a46620105cc4bf4d193fed203ab9e6,esporte_lazer,53,921,4,150,17,5,11
b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,43,295,1,371,20,16,16
1e291c0c369924c39765c90de669e4b4,malas_acessorios,56,948,2,9560,31,45,54
7c4a8bec217df1de0df2b5aaf8175b65,audio,58,675,2,167,16,4,11
ff28477a5bcb2fc34bb86a6c2eea1566,beleza_saude,58,3408,1,1250,30,25,30
86032b927304e96f4d4a9aa72104d70f,bebes,49,524,1,250,40,40,30
0db3775f48739f2e8dbaebeb631eb4ac,moveis_decoracao,57,319,1,900,100,11,12
96f608a5fe010cb34dc25baee3274444,cama_mesa_banho,55,352,2,500,50,11,11
08279c494018541f71443c07d77560f8,utilidades_domesticas,48,688,2,3150,43,27,27
0bdb7583b74c0323d413497fab3f2a3c,telefonia,53,141,2,400,16,6,11
82e7ca24faa9dc9a072f94e0ac420c95,beleza_saude,39,226,1,400,22,19,21
1a405418406359cc2b8815f93bf359c2,esporte_lazer,56,1007,2,4550,20,20,20
ecd7770e1f7f64ee8c295da808d2ce5b,casa_construcao,55,918,6,750,16,20,16
ab8a616a62326859211452cc82885197,bebidas,44,857,1,150,18,18,18
e583bb5fa3cb1e876a6ea48f21dfef34,artigos_de_festas,59,761,1,350,27,9,19
4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49,1495,3,600,33,19,13
11059273f4bc1a293777e98c89807c62,beleza_saude,43,1565,1,1050,22,15,17
607ef4aa416b93fdeb2a811c2c73ad81,cama_mesa_banho,57,189,1,1650,46,3,34
99d44aea5e49748da9f941f1f35d1cf4,eletrodomesticos,56,129,1,250,18,8,13
e4c7ed7a832858c17d60ad5e38b00aba,cama_mesa_banho,35,155,1,750,40,4,30
8551bb37c32cf4ff78125402b9c1942f,automotivo,51,361,1,200,35,4,26
3a77cc438baf789ed16b12b553ce504a,pet_shop,46,377,1,600,25,40,25
4ef2894feb9fb3f164a68f654f841447,beleza_saude,58,1399,3,1500,50,20,20
cf18e908cb8600dcd21a719db24c48d8,eletronicos,41,918,1,900,24,12,12
3e34352aa9c04170d941a9a8c6a895bb,pet_shop,55,618,1,125,18,10,14
4910917f05092f331bf3a477f791cc01,relogios_presentes,52,102,2,250,40,10,25
bee84ad17517656f609763f0b124c7e6,cama_mesa_banho,59,685,1,3250,30,20,70
11875b30b49585209e608f40e8082e65,esporte_lazer,26,1465,1,1032,17,15,16
ab330e1b64fde92d3b4d4d6980a38576,papelaria,18,346,2,150,16,5,15
54b755678728b84472c2b654ac4de777,alimentos_bebidas,26,2427,1,200,20,12,15
529bb98486625f3590837af3e22e49a4,informatica_acessorios,42,652,3,250,19,3,15
6b5170a2d3ae93a38e63f17b356da239,utilidades_domesticas,40,464,1,1200,28,8,13
ee99cd2d468819078af4687f923cf17b,moveis_escritorio,43,2230,1,15200,58,28,58
cf78006a2a6b0429b9663edd99bb38f9,moveis_decoracao,49,399,1,1900,28,19,21
e3425df9bd51be69917273c9dd92ed5e,relogios_presentes,53,346,2,733,17,10,18
22a8168cf1f1c6347da8d29863b7f75e,consoles_games,53,2013,4,155,16,7,14
ca815d1a82897d9d4503e2e367931d03,cama_mesa_banho,54,204,1,2100,45,20,25
341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,47,554,1,350,16,10,20
c9bd28e8a4220af0723c7b7f97778681,informatica_acessorios,57,1502,2,300,18,8,20
568ba441f7f464dc73d23a91cf8ca671,cama_mesa_banho,49,271,1,2200,40,15,27
50d77758742285ff49f340ebdf0df5a7,eletrodomesticos,56,953,3,500,30,12,17
566a092fe1584b426b4a5c76823fa63b,papelaria,45,350,1,3600,36,24,36
566d15b940c0d5e7a0a37c82b8ce353f,papelaria,58,327,9,400,21,7,15
34cfd42ee58203ab02adb27ae12fc8e4,automotivo,44,1745,1,3900,27,16,28
0c4e43e25f781898363a83f9a7390ebb,informatica_acessorios,47,1991,3,484,18,11,15
83a26c42a5f94b7456425cd0cd20daf8,market_place,60,1371,2,1500,20,34,36
c3504adf8e5bbfd1978d29a00c2075c5,pet_shop,59,1064,5,1650,68,4,48
62d41a80c366aa2d8644e3270adf8440,informatica_acessorios,50,512,1,1225,43,15,21
f77dd338d9f75229a09cbb9a18fd0c9a,cama_mesa_banho,42,734,5,400,20,20,20
cd71c76f5ab15f51f24fb214fc42d8ab,perfumaria,43,714,1,367,21,15,18
fed2dca7ba471a3942a070e00ae17381,moveis_decoracao,60,569,3,300,21,6,16
86b29e90cab127b7231caf9eb85d4353,automotivo,62,530,1,1850,55,6,55
2fc7741cb6ea76e7164f448adc44652d,cama_mesa_banho,54,168,1,700,26,7,26
bb7a9375a368ae9aaa1ce5bb3db3d9ef,automotivo,60,341,1,400,20,20,20
b0528299d65ab35e3ed853f6a853b8b8,construcao_ferramentas_construcao,48,1200,1,3400,16,27,35
9696fc4ef13aa92c9933cc364d18ac40,casa_conforto,30,230,1,700,30,30,30
a996589ecdf800089835934a0360ccc3,eletronicos,49,238,1,150,18,9,13
ea20f928ceaa7f146fe62a0cc8413ee5,moveis_decoracao,52,1786,2,500,68,8,13
fd18f2f8c3c6818f28fee7202d811830,perfumaria,44,572,1,125,17,11,14
fcf19b6b1ff4a17bcd6ca9675b58aa6f,beleza_saude,49,1211,1,725,26,17,22
21addb589dd9cf0c658177579dd2e99d,relogios_presentes,55,311,1,283,22,13,20
96537ba8cc2b7b2d74ef574b5e78d458,moveis_decoracao,63,632,2,2350,38,7,28
a294436012a512193adfae667b8465f8,brinquedos,60,804,3,625,33,13,23
e4e5cbc0077aa2c7aacbe435166df909,fashion_bolsas_e_acessorios,56,918,6,250,16,2,11
ae1d83f17a79da9d43ac1284316cbf2b,utilidades_domesticas,60,644,2,1100,18,9,18
7620a27f1d6747511f1c6f0ddb63c0ef,flores,52,225,1,850,16,11,11
a2383392185fd006ff9117e6a8eb2afb,utilidades_domesticas,60,382,1,7150,35,35,35
d79c712e7afe8f0fd59b749ee1e4fc97,relogios_presentes,58,891,8,250,16,2,11
7c4bc321009f51cefbb3877de6b98bae,cama_mesa_banho,58,268,1,3600,41,8,36
b0c89945c034268074f5f80b362bda34,cama_mesa_banho,60,612,1,550,16,10,16
e0a36dd15c245dbe1a52080fd6d048b2,esporte_lazer,28,645,1,500,28,25,25
ef2fb3a493929907466587fecb5611e2,cool_stuff,38,195,1,567,35,27,17
fde90f06296b26995fd0de6f16610d70,construcao_ferramentas_jardim,45,225,1,1650,22,14,14
81a3d1dc085d3226530f23cd4af5030b,brinquedos,44,232,3,547,22,13,21
caf540627b7914ab734c86495fdc95ee,moveis_decoracao,54,769,1,13300,45,35,45
70825a84db489dd1ab3f3cd35bb67604,informatica_acessorios,60,1109,4,200,16,5,11
188d0b148e6d1c86faffe0d73c3f2dad,moveis_decoracao,25,249,2,7650,25,25,25
9e18e70b32c00d98cc4cb4314dfef5dd,papelaria,34,245,3,1100,42,20,31
750d224957fab8388b6b2c7432c00e35,pet_shop,41,593,3,250,30,10,15
1f50c7757334d6acef5e3c5fa64eb3c7,moveis_decoracao,40,406,3,700,24,19,22
b7d94dc0640c7025dc8e3b46b52d8239,informatica_acessorios,59,636,1,800,35,12,15
a4ea23e4c7a6ea7b4106779177221ce7,informatica_acessorios,40,2755,5,200,20,10,15
eaa26a34984cbfedc19b1e45f09f3c9a,cool_stuff,49,214,2,422,18,12,15
059ca09d32720d9adce3ae12e181339d,perfumaria,50,676,1,426,20,16,17
98b22c1129886cbd7fcae69d1c93e442,cama_mesa_banho,57,188,1,1350,44,2,35
bd2208216bc0c202640ae18c57e0f483,beleza_saude,57,651,1,700,16,16,16
729c55b4509d36c18b86f0bacc17ca5d,telefonia,58,702,6,250,18,4,12
c3002d67c0b8c6449c3a80c1556ad8c5,moveis_cozinha_area_de_servico_jantar_e_jardim,53,1563,3,3300,40,20,60
640fcadaeb5f06f26d6b07d366cebd34,moveis_decoracao,59,1988,3,2550,65,8,45
c230b471b7e21ff9060e68ee154afd70,,,,,200,16,5,11
965ab297b516455ba5bae37d17bc51f8,beleza_saude,52,1828,1,1100,25,13,20
b5e13c9a353102f79c6206ff5cb61a50,brinquedos,59,249,2,1500,40,25,20
00905d58c87afcbce21420b3712cacaa,cama_mesa_banho,59,253,1,3875,46,12,43
93a12c289ca2b78e7069e469f5053ef2,informatica_acessorios,55,408,1,233,16,14,15
c5d5fed9e3002dc5313d874d7f9a0ff0,instrumentos_musicais,41,1741,3,6050,60,15,40
9c31382f02ac001fe1a33a466471d98c,eletronicos,60,742,2,2200,22,7,17
e2e426d1332240070b0a836a854d057b,cama_mesa_banho,57,701,2,1100,50,12,12
04c200c7067838a36677c2cb65f90987,utilidades_domesticas,55,1355,4,375,16,10,18
202d6bc7af7609f371b94e032925d314,cama_mesa_banho,54,390,1,550,16,10,16
53ab1363bbc2573a252d86619a782424,ferramentas_jardim,57,383,2,1800,30,10,25
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59,1893,1,6550,20,20,20
0c877471e35049402bca235e06cb8063,,,,,10750,34,20,30
b3cd491b3a347c8becc23fa5515440f9,utilidades_domesticas,60,446,5,15000,52,28,52
ef703385b2707af7f9af3e185679811c,cama_mesa_banho,54,324,1,1000,42,8,36
f24bb438da3185d5fd5a19e4d7433827,instrumentos_musicais,56,760,4,2900,47,9,47
96b0a882d11b17ce51238420ec63e3a1,cama_mesa_banho,56,641,4,2150,50,10,40
4d9e8a6d8d07e4f47e093b8c2999ae01,eletronicos,60,517,4,200,16,6,14
283dc451ad3918badb976d56ff887289,cama_mesa_banho,58,188,1,1650,44,2,35
ca38c039b717207dec906f4fa9a21db7,beleza_saude,53,3734,5,538,23,12,34
6b90709b6db8b6076b0b0c71cc70d06b,fashion_bolsas_e_acessorios,60,240,5,50,17,4,13
0c753fe6a58dfa7a27bda5de76e779c3,esporte_lazer,15,1127,1,1338,23,12,14
17fc8cc736bd5d1f6714f41102d6ff30,brinquedos,45,921,2,500,28,15,20
41cd333a4af5e36df81fc0b83ccf8e2d,bebes,59,867,3,10750,38,47,44
a239d49293b522b341e4d9105a308e5c,esporte_lazer,32,543,2,250,25,25,20
c8abdbe349a97073e7aebc795be55bd8,esporte_lazer,59,1569,3,2150,105,15,15
32ad146ce66014dd98fdc2190bc995d6,esporte_lazer,36,491,1,200,18,9,13
ea2999d120b8644995f93e02aa9660c3,utilidades_domesticas,46,786,4,2550,53,25,20
c1f5307decb89342351bec53668cffd9,telefonia,60,777,4,300,17,4,12
291c4eedfc6f236325724d88bb03101e,eletronicos,47,484,3,250,22,7,22
b92a7304ebad1ca5b393b53b2de5c70a,moveis_escritorio,55,1292,1,9725,53,52,17
244811270c7c86b6cec6e934c059e086,moveis_decoracao,56,1271,3,5400,46,7,46
a9028257171c93a8d948ff95a0082b0d,eletronicos,25,351,2,550,17,8,16
1a0d662b65b5ef08796501b064c853af,automotivo,55,1065,5,900,45,12,45
6c712952b8ef62f8d06a0314917400c8,beleza_saude,39,608,1,1200,21,13,19
5f8c74f4a3d2b616857fcb7d4dd1f61a,livros_interesse_geral,41,1009,1,1500,25,6,19
810cb3c5af006624fa32d362077af85f,esporte_lazer,24,1071,1,1252,20,16,15
2b0ee2d07306f7c9ac55a43166e9bb4b,cama_mesa_banho,57,504,1,1450,30,15,30
da1cfaaffa7720fe28f26f18d52f5ad9,fashion_bolsas_e_acessorios,59,409,3,150,16,9,11
a2fddd6229ab528218029f919af4c1ed,esporte_lazer,47,126,2,600,18,22,18
7afa8c8eca2a26b599823eed4975a820,utilidades_domesticas,60,400,7,2600,37,24,37
3b09eb8e2d6bb856f77327ebf539e959,utilidades_domesticas,56,1223,1,10050,30,30,30
afeeea6271148ee1bb15173b8187c431,telefonia,52,1885,1,450,17,3,11
fb783e3e545937820b57fe539b2c5a6c,cama_mesa_banho,57,189,1,1100,41,9,31
